,NSE
03170000,0.24705133512952293
03173000,0.4014423968988633
03237500,0.36950166640088844
03238500,0.27571481037302403
03280700,0.09214934459875701
03281500,0.5396609995420552
03285000,0.35384308403151443
03338780,0.3017823964535642
03340800,0.2204690713597669
03346000,0.35875070089907657
03364500,0.3072835156673306
03366500,0.25379954769380664
03384450,-0.012421906112384029
03439000,0.13336379402887977
03456500,0.24047839406262006
03460000,0.196069348256817
03463300,0.11358426603592942
03471500,0.19240848124466403
03473000,0.13158572037797356
03479000,0.11898940867127916
03488000,0.38948321497802474
03498500,-0.1587150923961842
03500000,0.22720201737075263
03500240,0.04856384035374961
03504000,0.39221523482851606
03604000,0.2286617851473114
04024430,0.39367180441649896
04027000,0.25708983498760496
04040500,0.1026366379854401
04045500,0.4586055075171861
04057510,0.3016591108182144
04057800,0.09588016948345013
04059500,0.16008344335819336
04063700,-0.17396101634937944
04074950,-0.8436117188460028
04105700,-1.2530775650829753
04122200,-1.3568917625185826
04122500,-1.6734540856774789
04127918,0.297341110136653
04185000,0.4453258161106447
04196800,0.4679032878157232
04197100,0.4059695573578027
04213000,0.5668610517149467
04216418,0.21689469523317118
04221000,0.44406372120985627
04224775,0.18154327186654462
04256000,0.6474278092878896
04296000,0.4546490399159818
05362000,-0.1399909814639757
05393500,0.2143076162273998
05399500,0.13618655701821403
05408000,0.2665680468731608
05413500,0.047975753575111524
05414000,0.08768581077673532
05444000,0.06073663722773004
05458000,0.3242954375917658
05466500,0.21663041352745616
05487980,0.09399383631001512
05488200,0.07701665829420679
05489000,0.12072380737767707
05495500,0.16662245836500544
05525500,0.41127552148162827
05556500,0.36707954279408495
05584500,0.22961552408126928
05592050,0.14174359637286282
05592575,0.22123752611056113
05593575,0.13369986558681124
05593900,0.19260702445279132
05595730,0.17826534083859213
06221400,0.7922394694383808
06224000,0.6434009596731078
06280300,0.514237494205414
06404000,0.12305133873310092
06406000,-0.07022942197967619
06409000,-14.400309447059149
06431500,-31.59032761243482
06440200,0.0004400668430833976
06447500,-0.8217675249187537
06477500,-0.013083042961871572
06479215,0.12662226768535179
06601000,0.053565331041090514
06622700,0.7497746180234688
06623800,0.7884725559265345
06632400,0.6176221762100809
06803510,0.044710099307424644
06803530,0.09292950201900174
06814000,0.17697880911818265
06847900,-0.6759609608772705
06853800,0.10344442342292404
06876700,0.06413050316612934
06878000,0.17166438747096002
06885500,0.2893306748007206
06888500,0.09726801268607188
06889200,0.2230186804691603
06889500,0.21578478216475938
06892000,0.3868601127691824
06903400,0.04988052173912949
06910800,0.10806379818252798
06911900,0.11033624596832237
06917000,0.30577155791382804
06918460,0.17798857609679175
06919500,0.2574781351858785
07060710,-0.8806341598741314
07142300,-0.04902971739506312
07145700,0.17706196103328964
07167500,0.24389439496861942
07180500,0.20116952723325798
07184000,0.1104679076340982
07196900,-0.16349597615347777
07197000,0.15752664554722884
07208500,-0.13129586667974213
07261000,0.28631523805734593
07263295,-0.03939908718315732
07291000,0.12537771171366907
07335700,0.04936207299400952
07340300,0.1453430490636869
07359610,0.09019271256334338
07362100,0.299419737949968
08066200,0.2863795198379405
08070000,0.5047002154483844
08070200,0.5724586486678529
08158700,0.15177711094301516
08178880,0.02633720300371678
08189500,-0.34253295151596364
08269000,0.43710212472577725
08324000,0.4150264285483368
08380500,0.22358318131277644
09081600,0.7276968825231802
09107000,0.8253218122334256
09210500,0.5174913369434879
09223000,0.7061319535778481
09312600,-0.09383932740772027
09386900,0.046212264765236544
09404450,-1.1770043656648617
09430600,-1.371921149428898
09447800,0.04673138329353099
09484600,-1.7508442569277247
09492400,-1.1724962441120668
09494000,-0.29524083148810143
09497980,0.5243793105087922
09505350,0.19256577932806507
09505800,0.17576341946140572
09510200,0.4510138528509041
09512280,0.2648706647711543
09513780,0.15006997364766217
10234500,0.4984523189128123
11124500,0.3224530760017441
11143000,0.638046503734387
11148900,0.4777166398067664
11151300,0.4879796434424375
11176400,0.5599836903312718
11264500,0.8243791966582079
11266500,0.8767974933649615
11381500,0.35243969604407765
11451100,0.5621423695730154
11468500,0.47399565867403126
11473900,0.44005567919866495
11478500,0.49993775528005646
11482500,0.7495005230281212
11522500,0.6229453840060242
11523200,0.5812184038063766
11528700,0.483773478021876
11532500,0.7149557295917734
12010000,0.751739840661139
12013500,0.6072132590228576
12020000,0.6277524917354883
12025700,0.44084226225989387
12035000,0.8162028393890243
12040500,0.6303258398885992
12041200,0.5510232223998607
12048000,0.2003857118309228
12054000,0.41169306549713836
12056500,0.5744823541661523
12082500,-0.3408011604424048
12092000,-0.9576729429019644
12115000,0.5884795017739141
12143600,0.5852353664355725
12144000,0.630467385013235
12147500,0.5351565023443967
12167000,0.5825574273638436
12175500,0.18027133231625403
12186000,0.56577161667222
12189500,0.5756358183061248
12381400,0.8101196286536005
12390700,-0.08037475570931751
12411000,0.509968492690499
12451000,0.4905693966999948
12488500,-0.1253556231127615
13011500,0.7326191028221034
13011900,0.6928024248512996
13023000,0.6560198823959562
13161500,-0.015618549319730946
13235000,0.637373553663458
13240000,0.7236316471630403
13313000,0.7682343893244292
13331500,0.3954882517510607
14020000,0.641897196604374
14096850,0.35344372911569955
14137000,0.5459518644048309
14154500,0.7350874850073064
14166500,0.5845579364553324
14182500,0.5301298408123882
14185000,0.4256255244175279
14185900,0.6101298713443437
14187000,-0.3630757084322578
14236200,0.5318418185277365
14301000,0.6646343830255316
14305500,0.7217829953389638
14306500,0.5068683801682772
14308990,0.36204712370405356
14309500,0.6126396049288345
14316700,0.6972189660374994
14325000,0.5862048754175166
