,NSE
05393500,0.41235326302243736
05399500,0.24727447321907825
05408000,-0.1862093379808336
05413500,-0.10630922460661174
05414000,-0.1696134663003177
05444000,0.0651935528783707
05458000,0.0299147265762838
05466500,-0.06982850856227496
05487980,0.033121111176231954
05488200,0.05357603124086796
05489000,0.07551515902405326
05495500,0.034391989636916365
05525500,-0.08570162323972541
05556500,0.06950998615135129
05584500,0.08647574625735133
05592050,0.008630203815216286
05592575,0.03726714050165125
05593575,0.030096860190021557
05593900,0.07396020043256113
05595730,0.08916460954033623
06221400,0.7986756859868648
06224000,0.7543638131214662
06280300,0.6937243421768633
06404000,0.012214149712003297
06406000,0.044007130227534885
06409000,-0.09840056635473782
06431500,-4.956064576453499
06440200,0.0007370848187904233
06447500,0.03981892874985982
06477500,-0.0044321205961253
06479215,0.13981815308791967
06601000,-0.020970200531997607
06622700,0.5611991496868891
06623800,0.6132192742963075
06632400,0.4280258581795271
06803510,0.012283676923047326
06803530,0.025554889847328566
06814000,0.04561359468009529
06847900,-0.1065696214864027
06853800,0.03170521339166055
06876700,-0.006701302333052439
06878000,-0.005008633332032275
06885500,0.08540758259376657
06888500,0.02223792599162422
06889200,0.09247247345525433
06889500,0.05121638359513414
06892000,0.14976106336643868
06903400,0.0029644520478927516
06910800,0.03752825253566239
06911900,0.04085091431243504
06917000,0.2317975171431883
06918460,0.22263575899903565
06919500,0.36846419876167624
07060710,0.11053811091135768
07142300,0.023371093911171092
07145700,0.01627488901034313
07167500,0.11603157642415551
07180500,0.03233951606778629
07184000,0.0836892382796508
07196900,0.08221802933208233
07197000,0.1536308454385008
07208500,0.34593808411305293
07261000,0.2546004116255396
07263295,0.16941455682885542
07291000,0.03231508822014373
07335700,0.017290872267757607
07340300,0.040591072851724475
07359610,0.06047147341452319
07362100,0.4355457309678139
08066200,0.01762290521400911
08070000,0.18575987995616627
08070200,0.20142335869221173
08158700,0.050414300507917065
08178880,-0.056357662122813235
08189500,0.09707502590383699
08269000,0.2976461886299332
08324000,0.47137647590872833
08380500,0.0340639695933006
09081600,0.6332693411026559
09107000,0.4900120189187458
09210500,0.283360127967773
09223000,-0.2192587311726062
09312600,-0.1051335529994395
09386900,0.04386554807024223
09404450,-1.4325259909294465
09430600,-1.2397339426357674
09447800,0.01926001626039886
09484600,-0.3042461056496595
09492400,-0.9252182162648765
09494000,0.6566357550211687
09497980,0.4390643626095676
09505350,0.11730188787273232
09505800,0.14079516996126307
09510200,0.49300961700508306
09512280,0.1911711488535851
09513780,0.10489071837808284
10234500,0.7224398509849661
11124500,0.5127106150470199
11143000,0.5963401259447725
11148900,0.422216890628769
11151300,0.4553228056849221
11176400,0.4462181544353011
11264500,0.6401545038743992
11266500,0.6773575434130423
11381500,0.3228778353181182
11451100,0.45424430493817036
11468500,0.43393669492899933
11473900,0.3883397322951512
11478500,0.5884342690009096
11482500,0.702029098761588
11522500,0.6019650308283854
11523200,0.5849121213359806
11528700,0.6665182451740417
11532500,0.7186029400703008
12010000,0.6443770213386611
12013500,0.5766226772556291
12020000,0.4303086721056275
12025700,0.5194132268857451
12035000,0.7621137306917394
12040500,0.5913599868836776
12041200,0.50089745114524
12048000,0.42600892592240436
12054000,0.5386645481144088
12056500,0.6040521288313936
12082500,0.5638194602981971
12092000,0.15579024489318127
12115000,0.24537082756496686
12143600,0.23074054046765358
12144000,0.4345697657700708
12147500,-0.015378623226191879
12167000,0.5038113276679721
12175500,0.2043000074006983
12186000,0.2919498994723303
12189500,0.43791896291784427
12381400,0.7550550567281942
12390700,0.5408175892925531
12411000,0.6846725898027073
12451000,0.5930378193304786
12488500,0.5814091718395935
13011500,0.6670417249652159
13011900,0.8326530988726304
13023000,0.5955054925777562
13161500,0.41556412024208955
13235000,0.8139766129966086
13240000,0.8701931191462962
13313000,0.8168674304869222
13331500,0.8355122471626215
14020000,0.5215768314405145
14096850,0.4889676919065217
14137000,0.5509382628665568
14154500,0.6393559938741138
14166500,0.4481205283361215
14182500,0.6182521126420121
14185000,0.6071195445090123
14185900,0.5712294640183511
14187000,0.6725141500865311
14236200,0.7129920353000216
14301000,0.7379416633255045
14305500,0.7334304081118657
14306500,0.6317845400544226
14308990,0.29967627120678
14309500,0.4999558343168552
14316700,0.6872240915834071
14325000,0.6365112902771493
